:START_ID(Product),:END_ID(Category)
bff2f702-0991-4af8-8fbc-f79db4576292,cat_headphones
d8c99aae-d8d3-4837-a3b1-49da9e99ea67,cat_smartphone
0376f5f9-7fd2-41e4-a050-7cf94a43c007,cat_kitchen_appliances
0d9c1ffa-d3bf-4bde-89e4-764a6aa9e2b8,cat_tops_women
d002f175-4401-4252-b65f-1b583d5763c0,cat_dress
ab5ac9b4-db26-49b5-9092-2447abb864b8,cat_laptop
554f0a37-6c93-401e-bde0-ec28ce9b3d8d,cat_pants_men
7901ac50-ac75-4a5b-ac3e-14efc368fc0f,cat_skincare
a9e0d9f5-1321-4068-a5d0-e336104e07cf,cat_shirt_men
91800a5b-2830-4dd0-897d-387c3833b248,cat_tops_women
b2b5a843-b2f5-4044-9480-1b9acb59609f,cat_dress
6f5c839b-d4fb-414f-840a-9ac9a855f21c,cat_lipstick
56835d8f-9069-45d8-8bf6-a3b729e5262d,cat_smartphone
025937aa-df39-496d-979a-bee8fa43e6a8,cat_lipstick
7923646c-c054-4989-aca5-df1510200c86,cat_dress
b0db654a-661b-46ce-8257-8837dd9d4f9b,cat_pants_men
1d89e14b-ebf6-4c13-b0a1-ceff137424bb,cat_smartphone
399497f6-d48c-41c2-98ff-3c06fc3c0260,cat_laptop
adbd3b00-1d4f-4ad6-a475-151c5b5b385f,cat_smartphone
c178e421-e158-4fbe-8181-8ce59c1067c1,cat_pants_men
ac50e534-5477-48f1-b806-dfce494733c2,cat_lipstick
90c756db-0b50-43da-9396-9895bbace441,cat_skincare
0540e00e-3f89-4000-ba98-d254e945ca87,cat_kitchen_appliances
baa3dd82-0b6a-4bb7-ad2d-965f5135d588,cat_laptop
ca1528cf-b5ca-4948-9b4e-cd7b452fa24d,cat_tops_women
275b832b-6a89-43ab-8b52-c6a3f24898b4,cat_dress
a48d0313-5522-43a8-97dc-be5a8c0db469,cat_smartphone
7106da46-108f-4b6f-b618-fd92233896a2,cat_laptop
f412bf35-11e6-4546-92ab-2ec99f4c4c94,cat_shoes_men
41069cc8-8b03-4dd5-84a5-31e8598e200b,cat_kitchen_appliances
7fcc2572-908d-42d5-8e57-2fc3f5d196f4,cat_dress
37e88963-b4f9-404f-bff7-ab23adb170dc,cat_headphones
b8596f5c-8f04-4092-84fe-b98e1ee06eb1,cat_laptop
226834df-0e95-49c4-892d-00670119a80f,cat_headphones
d62cd1aa-7ad7-4a0a-be0d-2a73859808de,cat_laptop
32ee7528-8c4c-40c9-9ff9-fe85645e316f,cat_shoes_men
ccaac089-c48f-4ea4-8205-5a84c4b03ecd,cat_kitchen_appliances
88d6c6c2-74f6-4135-8916-1882b6ec7a55,cat_headphones
e82ac247-2370-4887-87e5-9668e6f27987,cat_tops_women
5bcbc974-76f3-44ea-acf7-e53983e5a6db,cat_shoes_men
6f791b99-e004-48df-b927-03d2612bf02d,cat_pants_men
b772dca1-17ec-42c7-adb1-ce2dd08c7579,cat_tops_women
7a52ee34-ed9a-4e29-8b17-cb88a7fae75c,cat_lipstick
e9993c90-fc0d-4e7e-b033-bbce28cec7b5,cat_pants_men
c83ef0d1-ff0e-452f-bbb7-e98a807c79bb,cat_pants_men
9bb726ce-fa03-41bb-beea-fab191b9f5fd,cat_shoes_men
034bff26-8b88-40ca-b151-494e674bdaea,cat_laptop
6ee6e639-a8c4-490b-b7e4-b64e85aa2ec4,cat_laptop
b5283ee8-c355-41f6-81c1-1ffef2598c23,cat_kitchen_appliances
ab9ebc45-e455-4286-a1b3-607b95e4b13b,cat_lipstick
8d8b3f6a-8555-4df7-9602-cf73fe9b4b5c,cat_dress
48b35342-a57f-494d-b26d-a2ccd7ff02ec,cat_kitchen_appliances
34f968d7-a501-4a76-8963-2ce5e66b96b9,cat_pants_men
806ba711-f056-453b-b4c5-178f3aff33b2,cat_shirt_men
d97336f2-244a-4e2d-a87f-89ded939fdea,cat_shoes_men
b799652b-8d3b-44ca-8a98-ce0b96abdddd,cat_pants_men
663a0d72-6dd9-407a-91b8-1587da0454aa,cat_tops_women
8022b4f7-50b1-4359-83f1-858ed5cfecb0,cat_kitchen_appliances
f6e0a7a4-15ca-4a1a-ad4f-cbc90665dc16,cat_laptop
ea311fd5-c73d-4a49-8821-449b47c0ffae,cat_kitchen_appliances
b318ce52-699e-4197-91b8-3d577fefb36f,cat_kitchen_appliances
56b4bbd4-1301-4130-85e7-b6d39e3ba488,cat_headphones
d65b3eba-e40e-4ed5-b557-91cc2f2296f9,cat_kitchen_appliances
bfe2e405-d607-4f0b-b0a5-41b0cc83dd18,cat_lipstick
be5e125e-0ca1-4977-a9cf-dd499f136724,cat_dress
cc6e695d-8cb3-4d38-93bc-5b3ee99f042d,cat_tops_women
0a499197-08c7-4997-a7b9-f6cca4fdee03,cat_skincare
977b63ae-221f-4388-9b10-84e18db6828e,cat_tops_women
fd3c82d6-1ac1-4528-9d3b-7a25ba461569,cat_lipstick
6c000eb9-e2b7-4a5e-ad65-510a0cedeefb,cat_lipstick
ac748e69-22df-4cce-94df-edd5644b20e8,cat_smartphone
a5eb3260-3efa-4ad7-aef5-57fa761703e5,cat_laptop
0eeb8c4f-7986-4bb1-8e90-e8efbfdc9eda,cat_lipstick
71bdd51b-cda9-4bef-9edd-4879fa8c5c43,cat_headphones
3dd2f06e-f8fe-414a-b4e5-dae3320ffa2b,cat_dress
21a66374-41d0-4422-b9d2-62893bd4c222,cat_lipstick
e40b830d-f735-4142-924f-1c1304bf5287,cat_shirt_men
e99dc624-8258-4946-8e3b-79bf4874544b,cat_shirt_men
b68b55bb-3c27-4455-8768-5c6a76c5567a,cat_dress
71c93712-6c5d-4a79-bdd4-619eb1681408,cat_headphones
22f99264-139b-4521-976f-df4c84fa7ee8,cat_lipstick
84fbbefd-015a-4d7a-a0bc-949293ff2283,cat_dress
1e681031-634d-4525-b963-5551a07e5a0b,cat_tops_women
4ae0dd17-73a3-40b7-9f2f-e928c6da8fc0,cat_shirt_men
ccc2f210-17de-425b-8e7c-e0a6a4c7a736,cat_lipstick
3c0a2f5a-22bb-4a17-9ef6-36768d08833b,cat_tops_women
ca22b3cc-e6fa-4776-858b-c5e214297277,cat_pants_men
64fcbf4e-f7a5-4939-8c2e-02f7e3d65156,cat_tops_women
716f1e3f-9703-4f1e-a982-e9c6b836659a,cat_skincare
169438ef-3808-46c3-9191-8a088e344acf,cat_tops_women
cb27e991-0c15-40e8-bd4f-db7a716b5af7,cat_kitchen_appliances
5186cac4-649c-4286-a4d8-5b43ecf5ae93,cat_laptop
9ddf0e91-798d-45f4-a5c4-0042747b0303,cat_shirt_men
8ba82528-47b2-43d3-908c-276882830135,cat_tops_women
c603de83-e37f-4172-9610-05ce59dcede6,cat_pants_men
7d2d31c2-157b-4591-a59a-58010831f359,cat_shoes_men
d659c7a3-d6d9-4107-8307-ea069da06115,cat_headphones
873793dd-6b1d-49f5-8f7a-25ce58313ab8,cat_lipstick
18e9aef6-01d9-4a94-876e-561ba8f3f529,cat_dress
e961959e-e362-497c-83d8-f43b362381c3,cat_laptop
310fe091-e6b5-4099-9f9d-a9c657376e03,cat_pants_men
58dbc421-80c7-4606-94ab-bd1d9ffdd8df,cat_lipstick
93968ebe-35b1-4e7d-a35e-f4a034551f2b,cat_tops_women
229ced1f-be15-4717-8c19-657ee465348e,cat_laptop
ed4cf42a-4d53-42e2-8aeb-3d2601146653,cat_skincare
3986ab21-482a-4ead-8712-34163491085f,cat_shirt_men
f546b555-70a0-4f9e-a254-c8c2b00b9716,cat_kitchen_appliances
2223447c-e0ba-4603-b7af-de2915aa982a,cat_smartphone
cd1f801d-c096-4050-87e2-06c61e9f5e7c,cat_skincare
0f3b8830-5242-4060-a112-b7d85ed81ccf,cat_lipstick
5e4b8de2-508d-46d7-8ac9-3af239b0b559,cat_pants_men
ba0b30c7-a4f6-43a3-b4f6-49c7e28834be,cat_laptop
6cf7cb9d-201b-450a-9d0e-ca15e4dce725,cat_kitchen_appliances
038ea9a3-db5d-4bcd-9224-6e4c20073e40,cat_skincare
05608c1a-525c-41ed-b123-7dceb51dfad1,cat_dress
282db7e0-ea90-410e-9866-381a43512c63,cat_skincare
0e605ac4-eaa6-4cfc-a9c7-0b1a9f4b735f,cat_shirt_men
883c45eb-6599-4897-a44c-f24fa6906d80,cat_laptop
d54688ff-2a38-4e2b-9692-5194d73a3c9f,cat_pants_men
3f56284a-f2f8-48e7-81c7-4c83ed2cd1f3,cat_headphones
7b6c6f9e-f286-4cb0-ab1f-e685b05bbf55,cat_skincare
dd2367ab-f969-46c2-a78c-d6ffbf22c6a6,cat_headphones
4cb4fdd5-7360-4a6f-888e-e86661da5f55,cat_dress
60e4d54a-9e0c-4960-8f38-89ecbf451610,cat_skincare
541c97c5-720c-4d3e-a4e7-8b02bf857771,cat_headphones
c347c49c-672c-41ce-9651-36ec3c73ba73,cat_pants_men
4db93d33-3371-4524-bd47-d84338c4101d,cat_shoes_men
085a810e-b328-475d-8c0e-30e4671b0ce5,cat_dress
6a22ae04-020b-49c3-8ba5-b98a576d3bce,cat_laptop
cdf595a1-baca-454f-9203-417c6a87f206,cat_skincare
c045c36e-69e9-4a3d-92e9-79aae8717921,cat_smartphone
8a546bb9-f667-41d9-940b-2fadef3a3ce4,cat_headphones
89a0a3de-daea-474e-814d-9f1807a9dd95,cat_laptop
e74fc623-15ba-4525-843a-dd2683e8d1f0,cat_headphones
26f50c3e-548b-4303-ad8e-8ef17590bdb3,cat_laptop
9d20fe98-6354-4fc1-97e9-98206cd5583b,cat_lipstick
cdd5990f-b39e-42f4-be02-d3f4d4b8aeaa,cat_shirt_men
236e97cd-bd20-41f9-841e-3ada8290cdfe,cat_dress
7b9aa126-7ebd-4744-8c08-09072a914de5,cat_shoes_men
9117c610-6db5-4a8f-a5c2-3c3584f5ccd1,cat_laptop
625cc3d4-dd8d-4811-a25a-48e98ccd61fe,cat_tops_women
b6b445b5-e3b5-4291-9d6e-e9d2c7ad4fea,cat_shirt_men
7844a2d5-5eec-459d-a724-8390e6e087d1,cat_shoes_men
bc99b7a9-7541-4664-bb81-ddd6e1b98c43,cat_kitchen_appliances
12e0f0fe-f9be-4bae-8cd4-55c8d8a58310,cat_pants_men
b08c44b0-6c84-4b69-ad58-d47ecfaee162,cat_skincare
46ee22e6-9b65-41f3-b382-20d43a7fc067,cat_lipstick
c2ff3b71-912a-4918-9981-08cccd34d655,cat_dress
de04cb35-5435-4497-bc88-0907ea9b1a31,cat_headphones
441b4c89-60d7-4dc1-9ec9-98e146f3e1a4,cat_dress
ebacdf09-6045-42ab-a7a6-a4e236137f7c,cat_shirt_men
d46ea398-0574-4559-9df3-9d86462b44bf,cat_tops_women
c11bfa70-00da-487a-935b-6592769c4b68,cat_smartphone
6e3e00c1-ef9c-4bc2-8c15-4d23cb1133b7,cat_tops_women
0f0c67f5-f58f-4846-9b77-be038f891ae6,cat_tops_women
817005af-e662-443a-985b-4bff8552fb66,cat_kitchen_appliances
567d246f-a8d5-43e2-9b4c-45964b8613cc,cat_lipstick
0c9fdd68-04c7-47e6-b956-6ef3b66bc60a,cat_tops_women
1d8224a7-c081-4ff9-96fc-92d4de3d52fc,cat_shoes_men
31234457-4ec4-4730-a119-a0a1fe260953,cat_dress
615b183a-7b1d-4fee-92b7-af0af60a0205,cat_skincare
e550f6da-7bf7-48de-b4d3-8cbbe0d7dee5,cat_lipstick
4d737503-541a-4981-a44e-35ed30d36ca6,cat_laptop
f3ddec6c-499b-4e81-a8cd-75844e7464bc,cat_tops_women
d8899291-e61b-4858-b501-32940a86fe73,cat_pants_men
e8b4a2c7-fb2e-4167-9939-b0e69e7e48cb,cat_dress
cfbdcc47-1dba-4833-a169-f05ffeaa19e1,cat_tops_women
828ee48f-e39b-414f-9097-02b630113865,cat_shirt_men
5e30347b-8511-45d5-8911-083a57505547,cat_smartphone
fbd2f495-ef8c-4ba7-9336-22152a045590,cat_tops_women
02c59fe4-b7af-45e9-9fdf-88db229af5a5,cat_headphones
e302f2c8-242d-4281-a764-72fe72ba3363,cat_pants_men
d800c773-1f1a-4f4a-8c99-a94f52b64a93,cat_shoes_men
6e6170cc-5161-4c29-a0e4-859f5dd6559c,cat_skincare
28af58b9-27c5-46de-ab33-233bfddfd428,cat_pants_men
7901916a-bda0-491e-a710-ac6eca88c99a,cat_tops_women
c1c89407-6cd8-4dd1-8dcc-21fb1f168c3f,cat_lipstick
fc128b1b-be6f-4276-bf0b-00f95e29e305,cat_shoes_men
fa809fdd-df33-4ca7-b7d5-6f87f55caac7,cat_dress
bf43aabc-e7f6-4f31-8afe-1e9677344128,cat_shirt_men
ba2a9a32-247b-420d-9ed5-292b416dd397,cat_pants_men
0177c3d0-df29-46b2-b638-005c74e255c4,cat_laptop
ece3e763-5eab-4061-8943-7c3a92c51870,cat_dress
2b96ecc7-e37b-4ca3-b62d-0cab6c50d499,cat_shoes_men
26e51ae3-b8cc-4c8f-acff-517bc648ccfd,cat_smartphone
35739850-8d73-408b-bd80-54fe8d9f21ec,cat_shirt_men
1f124e19-9e86-4854-af06-04498c80d0ce,cat_lipstick
8b083dea-4309-41b0-9b45-dcac0bfddf4a,cat_tops_women
84bb9ba6-d3eb-4b8d-ba47-5d4a0d42a906,cat_headphones
6393f7ad-c1ed-470e-bb21-3d62bf3bbb6f,cat_shirt_men
2049c6ef-70f8-4b54-a73a-1ce4d0f15a64,cat_kitchen_appliances
f3c2251a-449b-42d6-97f7-c7e2b0a92db5,cat_laptop
b0476ae3-862c-445d-83ec-39dcc3f86568,cat_shoes_men
529ea88f-70da-4d85-b539-5c424d8f845a,cat_skincare
0b3bac00-cc9c-44f0-8feb-47b8a6e77050,cat_smartphone
edff3d6d-0e1c-47b7-884e-e827795deae1,cat_lipstick
4ee663f2-e235-429d-8b6a-3d820ac873fc,cat_shoes_men
b6e2a818-1d91-452f-af46-74f523fbdf5a,cat_headphones
c376765c-374b-4ae5-a9c3-2110404976e7,cat_smartphone
f4b8399a-830c-40c9-9552-18cdb8333fe4,cat_shirt_men
1a7ed078-edab-4c55-9949-615f984611bb,cat_kitchen_appliances
3cd607f7-7cc4-4260-a201-71a4d7e400b3,cat_dress
b56971ac-3f87-4a0d-b1aa-b211fa6958cf,cat_dress
b196dea3-e3d1-4546-b5c2-d9b474e51eaa,cat_pants_men
5912f28c-0be2-4d45-b190-69eb9b162236,cat_pants_men
9d366635-e69b-4e6f-bf32-9332e1286b23,cat_shirt_men
5fb9824e-8f8b-4796-8303-831ceb16bb82,cat_shirt_men
21f7ebd5-235e-4a60-87ca-8e84643ffab8,cat_tops_women
ba74a306-c14b-4ed4-be9f-f20fd5a4d7a6,cat_skincare
79c9d25f-6a3f-4628-898f-e5ae76323966,cat_smartphone
d8873e46-1983-4899-a9b2-da1472a9cb50,cat_pants_men
2051a154-74ad-4038-9c49-f0bf4d8fa9a9,cat_lipstick
67388d3d-99db-480c-acde-f546f451d5d0,cat_smartphone
d3aba107-0eb9-4255-ad63-aaa6cf3f1e96,cat_laptop
3536122a-cdb9-401a-b6b5-cd6609ba3c2a,cat_shirt_men
05477751-e308-400b-8d9f-8852d0bb1148,cat_lipstick
9617fa3f-4835-433b-ba3d-71b49e91d064,cat_smartphone
327f9e43-38a1-4a10-b465-39cc5fd2eb3c,cat_dress
219ca5aa-2dfc-41aa-bfd7-52410b9f90c7,cat_shirt_men
7e08addd-3096-4acd-8222-6661e627a847,cat_smartphone
9a1816f3-d970-4e57-98f8-1fea44cbaaa4,cat_shirt_men
8da6bfb6-54b7-416d-ade9-9f7cf03aed40,cat_tops_women
96dc6243-07f0-4628-8423-06f0333cd747,cat_dress
af75ac8d-f19f-4a10-814d-9e82c6cefef5,cat_skincare
c3022be8-a8ff-4187-a8d4-9947402df0a4,cat_smartphone
1dafee5f-abc5-4844-90f7-d9ce1c7f91a9,cat_shoes_men
4a05e731-2a18-497a-b71e-518ea78db389,cat_lipstick
f6651cc6-24f3-43cf-ab3d-f2c9eac312cd,cat_skincare
20cfe8f5-cf4a-4959-8a77-35d308d2db3c,cat_kitchen_appliances
cc8b47cf-6b9e-43c0-90e8-c4096f3b8191,cat_shirt_men
c99dfedd-20ff-4eac-8fb8-560608a0ed94,cat_lipstick
88ddbb8a-ca2b-4dde-aeff-7114ffbaf839,cat_tops_women
cba08009-bcea-4933-858f-bc894d4e033b,cat_pants_men
c831e762-ce4e-4874-9a42-b2e3410feccc,cat_laptop
04f1f250-34bb-4cc9-896d-7cfe00fce4c1,cat_smartphone
5ab361b1-6755-4623-b53d-c5e6be7c35b9,cat_kitchen_appliances
f597b9c4-1461-481c-a4f9-e03f5806ac20,cat_dress
f3cc44d0-8bc0-4cad-97d6-fe0f24d97132,cat_lipstick
87e3b846-96af-4320-b0ac-e0f51d7742f2,cat_dress
2a12790c-6f37-4759-aa5d-e878b02f8934,cat_dress
79eddb6d-cdbf-4433-8a37-c054af4b137e,cat_skincare
b3da78fd-7a24-466d-b49a-f6499a768e56,cat_skincare
34945f80-4c6c-4a23-aacb-34e557f12342,cat_lipstick
fdea7bbe-58bf-4e8c-a837-ffc3d9fbc898,cat_kitchen_appliances
9455d771-ab9e-48a3-aaca-7e65dd79a13f,cat_shirt_men
f6a72334-127e-4e91-b980-67eac56c5750,cat_headphones
105064dc-b6a2-4900-a87f-24af48703ebe,cat_laptop
e1c840d5-f307-433b-8bac-6ccdc850506b,cat_skincare
a11cffeb-0bfc-45e1-86c3-472f59f27336,cat_headphones
19553d74-fa68-47e3-a5da-982e20e69b65,cat_smartphone
06e24ae9-5f8a-4aad-8d3a-60903cde8c50,cat_dress
bd9e625c-be3d-4cef-a6a2-fb70bdf129f5,cat_tops_women
cacad43c-37c5-49e6-a349-a24f31872727,cat_shoes_men
b683cf56-6183-4d1c-a4df-867726086ab1,cat_headphones
d614eae6-030a-415d-b70f-731c895b17e9,cat_skincare
0fb8776c-b5f1-4421-b319-70b3c326e611,cat_shoes_men
4262e5b3-b868-4428-b138-2aa2a638f3d2,cat_smartphone
1b37adf0-5dbe-4017-af61-ebd22baf4b64,cat_laptop
ac60ed39-b1e4-47d1-8ace-0ba66e78377f,cat_skincare
45e30706-bf02-42a3-9840-7d5800ebdd2f,cat_lipstick
eedc1337-db95-44d0-b738-a136fd3f5dce,cat_pants_men
81f87144-4c16-4d2c-a27c-cff7958525ee,cat_kitchen_appliances
25dfc5d1-cc31-4f80-acac-ed3312c11704,cat_laptop
3c540877-9a96-4839-aec8-b3deb70496c9,cat_pants_men
e3a61dab-7612-4309-8964-5f4f741ac1ce,cat_tops_women
090d6723-e64a-40a4-b1f0-41f0d579b52f,cat_shirt_men
b8e739e2-786c-46f0-b850-2002e3f35508,cat_shoes_men
0497e9b0-4c6c-423a-aa02-646414f12651,cat_lipstick
0d186e3f-6f61-4ac4-9b53-e10cd8963a6c,cat_shoes_men
4681247a-371c-4c8c-a554-e141dc804a45,cat_pants_men
c08b2e98-b2cf-40ad-8855-ccf915af8913,cat_shirt_men
f8e536bd-722f-4beb-8269-06946cbf3755,cat_dress
892c9f37-a4ea-42ff-9010-10003e314154,cat_laptop
4171992e-1525-477c-8967-a19d8296f1a5,cat_kitchen_appliances
60fab90f-2acd-4a53-8576-a9817c277fbc,cat_smartphone
62781e26-2387-438b-8c7a-613eed8645c3,cat_shoes_men
c04da321-a5b9-450f-81f7-f2240a518e48,cat_headphones
0078522e-a5e6-416e-92b6-da62ee81de62,cat_lipstick
7d5e30e0-2098-4420-b485-0070bc648486,cat_smartphone
1c423023-71d8-4f0b-b83a-3c6ba3d8674b,cat_skincare
d0de54a2-305d-45b1-b8f2-046d4277d17e,cat_kitchen_appliances
9493df65-9a57-431f-88ef-36706a324db4,cat_smartphone
71072bb6-efbe-48a2-a744-ef38b78e2fad,cat_shoes_men
73fea1cd-589d-4445-80ae-1353d4a42479,cat_smartphone
8055c332-ca8d-4550-9e4e-60f758fdbb64,cat_kitchen_appliances
e536323a-f462-46f3-901b-4e122eabaf9e,cat_tops_women
d9aef521-b246-4e86-a4f7-4839d2016851,cat_shoes_men
0b6cbcda-ae60-4a09-ac47-d6c9b354fd94,cat_pants_men
5a7c3df7-1c2b-494b-a3c9-e4f7de18e038,cat_lipstick
2d3dfe92-41a5-49e2-be87-3eb685cb0ed6,cat_kitchen_appliances
76ec76af-a4b2-4680-971c-89c9b46f5842,cat_tops_women
bf9e84cc-b5d2-48de-b0fe-7974f81eb4c1,cat_laptop
b865c720-04c8-4526-ad90-0478b12d0560,cat_laptop
d4c2c984-9b85-4d99-908e-33b3cc14a537,cat_dress
80b26e0f-d653-4f10-bd45-efd7302610b4,cat_lipstick
4e06e26a-d93d-40eb-8f63-a16d364309d3,cat_smartphone
4737f367-d86e-488d-805c-3cd99dc4eb2d,cat_smartphone
34e692ad-4f7a-4cd7-9c39-8dcdecaa4fe9,cat_dress
7f0f6c29-ecb1-4f67-a22b-6d146998b47e,cat_headphones
d2595867-b87b-4458-b577-55be8b682045,cat_laptop
20692f0f-7f66-4648-95c9-118c2b7a0387,cat_tops_women
39e27b09-e4c2-4b40-a8ec-167c76548e7c,cat_smartphone
9bbfd06e-5d1f-4074-a67e-afe04f943eea,cat_shirt_men
3cb10f23-614b-4771-a9b3-bc3e5ec12125,cat_smartphone
a090a792-e669-4b9e-8646-f878fd26e400,cat_laptop
8a215644-0dd7-4676-9817-ebcd282c0632,cat_pants_men
d7ab78f7-b319-4c93-a213-75be5d103328,cat_lipstick
97493c02-ea7d-42ae-843f-0c77eb96e193,cat_skincare
942e3a7c-a9b3-4d61-9b07-e4c5fc5c5dab,cat_pants_men
76daa978-72ba-472e-bab5-3a1d2f94c015,cat_skincare
6e2f8d31-8393-4946-a1ec-065b1c1f2d81,cat_dress
cb337696-f9c9-49d3-8c4a-886adebcde88,cat_shoes_men
7fc33505-f297-4c3b-8ad0-a686dd19eb83,cat_lipstick
d608a999-cee3-4faa-9eea-0308b4e7d855,cat_skincare
b28bcb4e-8639-4297-a5c6-79951e9bbdff,cat_laptop
647717f6-f7c0-43f9-baba-e55e58470079,cat_lipstick
44d7c69e-f6f7-4faf-afbd-3efe8d0fe3d7,cat_headphones
23dcfc9a-99da-45e1-80ed-dd6f1a3af48b,cat_pants_men
19448834-c9d4-4f44-8ece-02b33246194c,cat_lipstick
7b696bf7-1486-4923-8155-84c42a16e149,cat_shoes_men
b8c3bb13-c103-44de-a67a-aace915cd6bd,cat_laptop
0d7eccd0-85de-47d1-860f-7e8fed6d4ed8,cat_pants_men
4f24a8af-ad44-4cf5-8156-b5bb98044c05,cat_skincare
da4a0609-efea-41f5-938b-5705df9b4ccf,cat_headphones
c364ac37-8362-4212-83a6-dc601a1e6ff8,cat_headphones
