product_id:ID,name,slug,price:float,compare_price:float,status,stock_quantity:int,rating_avg:float,rating_count:int,sold_count:int,description,source,:LABEL
45bf3a35-303c-431b-ac8d-21104b9b4b72,Tefal May xay sinh to 1.8L,tefal-may-xay-sinh-to-18l-413,580000,,active,48,4.5,238,697,"May xay sinh to Tefal dung tich 1.8L, cong suat lon, tiet kiem dien, bao hanh 1 nam.",synthetic_large,Product
d6e64f42-32b9-4a4c-9144-83e049f28fc0,Lock&Lock Lo vi song 6L,locklock-lo-vi-song-6l-430,6040000,,active,190,3.6,461,420,"Lo vi song Lock&Lock dung tich 6L, cong suat lon, tiet kiem dien, bao hanh 3 nam.",synthetic_large,Product
9db03ebf-6bd0-43de-a22a-dda7a0e37c02,Quan short Nam Uniqlo Slim fit Mau Den,quan-short-nam-uniqlo-slim-fit-mau-den-149,1200000,,active,13,4.0,282,55,"Quan short nam Uniqlo, Slim fit, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
66794919-7393-41fb-a7ee-8c93b7c3b4ed,Dam du tiec Nu IVY Moda Caro Mau Hong,dam-du-tiec-nu-ivy-moda-caro-mau-hong-238,740000,,active,54,4.4,187,375,"Dam du tiec nu IVY Moda hoa tiet Caro, chat lieu mem mai, ton dang, phu hop du tiec.",synthetic_large,Product
7f7f2481-60e6-4b3f-8304-57a73d8777f7,Ao thun Nu Marc Fashion Lech vai Mau Be,ao-thun-nu-marc-fashion-lech-vai-mau-be-278,570000,790000,active,93,4.5,486,463,"Ao thun nu Marc Fashion kieu Lech vai, chat lieu thoang mat, de phoi do.",synthetic_large,Product
4f84a0b5-a8e9-4e61-839e-d93bf8d3097e,MAC Son kem Li Mau Berry,mac-son-kem-li-mau-berry-352,420000,580000,active,178,3.8,500,967,"Son MAC Son kem Li, mau Berry len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
f6c5f3c6-1c5c-465a-9b91-52663578b4a2,Quan short Nam Levis Slim fit Mau Nau,quan-short-nam-levis-slim-fit-mau-nau-152,1120000,1530000,active,140,4.7,191,526,"Quan short nam Levis, Slim fit, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
5f35411a-7cff-4c6d-b577-4ed6a30fc7d7,Romand Son li Li Mau Nau dat,romand-son-li-li-mau-nau-dat-349,170000,,active,48,4.5,303,444,"Son Romand Son li Li, mau Nau dat len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
4160a6f9-a801-4da0-8430-bb0fda2bd520,Hoodie Nam Viet Tien Bamboo Mau Do,hoodie-nam-viet-tien-bamboo-mau-do-98,710000,,active,63,3.7,415,242,"Hoodie nam chat lieu Bamboo cao cap, form slim fit, thoang mat, de phoi do.",synthetic_large,Product
3630510e-74e4-4826-a0ee-2acb86196287,3CE Son kem Bong Mau Nau dat,3ce-son-kem-bong-mau-nau-dat-345,330000,390000,active,89,4.1,377,1,"Son 3CE Son kem Bong, mau Nau dat len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
18cbffa7-76ce-4a4e-90ac-7b99f479cd38,Quan short Nam Coolmate Slim fit Mau Xam,quan-short-nam-coolmate-slim-fit-mau-xam-151,880000,,active,179,4.0,452,218,"Quan short nam Coolmate, Slim fit, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
e84869b2-57c1-4b8d-a2b2-51f3a90de25e,ASUS Swift 81 Ryzen 7 8GB 256GB SSD,asus-swift-81-ryzen-7-8gb-256gb-ssd-45,46390000,,active,93,3.7,159,738,"Laptop ASUS Swift 81 voi chip Ryzen 7, 8GB RAM, 256GB SSD. Thiet ke mong nhe, pin lau, phu hop cho lam viec van phong.",synthetic_large,Product
96be079c-2b71-4268-8f43-8cd663b57cef,Blouse Nu H&M Lech vai Mau Xanh mint,blouse-nu-hm-lech-vai-mau-xanh-mint-317,520000,,active,19,4.9,298,665,"Blouse nu H&M kieu Lech vai, chat lieu thoang mat, de phoi do.",synthetic_large,Product
030dc729-1a7b-4cd4-81f2-c059019a03eb,Ao polo Nam Zara Polyester Mau Trang,ao-polo-nam-zara-polyester-mau-trang-122,760000,,active,165,4.1,334,168,"Ao polo nam chat lieu Polyester cao cap, form oversize, thoang mat, de phoi do.",synthetic_large,Product
fce26b66-b52a-4a51-b98e-0de0d0d1a7c5,Sunhouse Am sieu toc 4L,sunhouse-am-sieu-toc-4l-419,3570000,,active,149,5.0,419,240,"Am sieu toc Sunhouse dung tich 4L, cong suat lon, tiet kiem dien, bao hanh 1 nam.",synthetic_large,Product
a39ac4d7-b1f8-4703-be69-d6040ed36e07,Vans Superstar Trang,vans-superstar-trang-226,2560000,,active,148,4.7,402,71,"Giay Vans Superstar chinh hang, de cao su ben, thoang khi, phu hop di bo.",synthetic_large,Product
fe7ef891-44b9-400f-9c75-ff1ac5df7ab1,Innisfree Kem chong nang Tri mun,innisfree-kem-chong-nang-tri-mun-398,800000,,active,121,4.2,414,507,"Kem chong nang Innisfree cong dung Tri mun, phu hop da dau, khong gay kich ung.",synthetic_large,Product
cf28a522-8474-47bc-ae93-8de9c2f3962c,Merzy Lip tint Velvet Mau Nude,merzy-lip-tint-velvet-mau-nude-327,380000,510000,active,14,4.8,87,858,"Son Merzy Lip tint Velvet, mau Nude len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
d2a9c626-556e-4f3c-a88f-bfae62d044bc,Converse Jordan Do,converse-jordan-do-213,2930000,3640000,active,99,4.8,144,786,"Giay Converse Jordan chinh hang, de cao su ben, thoang khi, phu hop di choi.",synthetic_large,Product
327078d3-789a-46cb-bac6-08dc819e29ec,OPPO 48 Ultra 1TB,oppo-48-ultra-1tb-85,39910000,,active,21,4.8,243,277,"Dien thoai OPPO 48 Ultra dung luong 1TB, man hinh AMOLED, camera AI, sac nhanh, sac khong day.",synthetic_large,Product
2f842f72-a79f-4bdc-86c6-b98eae723c13,Laneige Serum Tri mun,laneige-serum-tri-mun-408,240000,260000,active,35,3.9,33,544,"Serum Laneige cong dung Tri mun, phu hop da dau, khong gay kich ung.",synthetic_large,Product
f6c4a033-ef67-431a-bd6c-20b51894e2c0,Xiaomi Phone (99) 128GB,xiaomi-phone-99-128gb-52,16790000,,active,49,4.4,305,385,"Dien thoai Xiaomi Phone (99) dung luong 128GB, man hinh AMOLED, camera AI, sac nhanh, chong nuoc IP68.",synthetic_large,Product
cc2be170-0765-4a80-93d5-bc065f80fec5,Innisfree Sua rua mat Se khit lo chan long,innisfree-sua-rua-mat-se-khit-lo-chan-long-402,120000,130000,active,80,4.7,370,308,"Sua rua mat Innisfree cong dung Se khit lo chan long, phu hop da hon hop, khong gay kich ung.",synthetic_large,Product
dc461bee-6cc3-4e7f-bb94-0e5f83824e2c,Merzy Lip tint Bong Mau Nude,merzy-lip-tint-bong-mau-nude-350,170000,210000,active,15,4.5,260,230,"Son Merzy Lip tint Bong, mau Nude len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
ff6e7f36-9972-48a1-935c-474bd09d45ca,HP Spectre x360 Core i5 16GB 1TB SSD,hp-spectre-x360-core-i5-16gb-1tb-ssd-22,39950000,48970000,active,102,4.2,221,983,"Laptop HP Spectre x360 voi chip Core i5, 16GB RAM, 1TB SSD. Thiet ke mong nhe, pin lau, phu hop cho lap trinh.",synthetic_large,Product
ca6aef19-0420-4be3-91e6-56d9957a43c0,OPPO 79 Pro 256GB,oppo-79-pro-256gb-91,27490000,,active,187,4.1,259,945,"Dien thoai OPPO 79 Pro dung luong 256GB, man hinh AMOLED, camera AI, sac nhanh, chong nuoc IP68.",synthetic_large,Product
b486c9ed-75d0-49b1-8ee9-fab0db694a17,Tefal Am sieu toc 6L,tefal-am-sieu-toc-6l-454,7170000,8870000,active,199,4.2,284,879,"Am sieu toc Tefal dung tich 6L, cong suat lon, tiet kiem dien, bao hanh 2 nam.",synthetic_large,Product
21ada025-d1fc-489b-b0cb-c14a28d3b558,Quan short Nam Coolmate Skinny Mau Xam,quan-short-nam-coolmate-skinny-mau-xam-176,300000,350000,active,78,4.0,149,727,"Quan short nam Coolmate, Skinny, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
a656ecc9-821d-4562-aa4a-7e5a6ab47aa7,Biti's Old Skool Trang,bitis-old-skool-trang-229,1080000,,active,61,4.7,112,64,"Giay Biti's Old Skool chinh hang, de cao su ben, thoang khi, phu hop di choi.",synthetic_large,Product
3eeb8f43-d2a7-422e-bd0a-ed32abcb0d4b,Ao thun Nam H&M Cotton Premium Mau Do,ao-thun-nam-hm-cotton-premium-mau-do-126,640000,,active,143,4.3,438,282,"Ao thun nam chat lieu Cotton Premium cao cap, form oversize, thoang mat, de phoi do.",synthetic_large,Product
346199b1-3a29-4dd8-99a8-e26d315bbc53,Biti's Superstar Trang Den,bitis-superstar-trang-den-211,2130000,2940000,active,53,4.7,293,250,"Giay Biti's Superstar chinh hang, de cao su ben, thoang khi, phu hop di bo.",synthetic_large,Product
c1c495ba-8f89-4529-8534-0073b5671c17,Dam du tiec Nu Elise Ren Mau Den,dam-du-tiec-nu-elise-ren-mau-den-245,1160000,,active,82,4.1,190,12,"Dam du tiec nu Elise hoa tiet Ren, chat lieu mem mai, ton dang, phu hop du tiec.",synthetic_large,Product
efc64c77-73ba-454e-986a-4d3baa46db59,Ao polo Nam Uniqlo Linen Mau Xanh navy,ao-polo-nam-uniqlo-linen-mau-xanh-navy-113,200000,270000,active,101,3.7,364,254,"Ao polo nam chat lieu Linen cao cap, form slim fit, thoang mat, de phoi do.",synthetic_large,Product
d613a9c3-6cbe-4f98-a2ed-5313dad676a1,Puma Air Max Xanh,puma-air-max-xanh-205,2910000,3800000,active,144,3.9,269,423,"Giay Puma Air Max chinh hang, de cao su ben, thoang khi, phu hop di bo.",synthetic_large,Product
cc0bacc7-64e3-4589-934b-4f606a4c70b9,Lock&Lock May pha ca phe 1.8L,locklock-may-pha-ca-phe-18l-453,5510000,,active,131,3.6,206,631,"May pha ca phe Lock&Lock dung tich 1.8L, cong suat lon, tiet kiem dien, bao hanh 1 nam.",synthetic_large,Product
1240dc1b-d7eb-4c2c-9304-4757d5f2eb5c,Sunhouse May pha ca phe 1.8L,sunhouse-may-pha-ca-phe-18l-434,5270000,6360000,active,114,4.5,284,223,"May pha ca phe Sunhouse dung tich 1.8L, cong suat lon, tiet kiem dien, bao hanh 1 nam.",synthetic_large,Product
7fb1c483-a3ba-4b61-9f72-945733140b1e,Biti's Superstar Do,bitis-superstar-do-223,2780000,,active,18,4.6,128,197,"Giay Biti's Superstar chinh hang, de cao su ben, thoang khi, phu hop di choi.",synthetic_large,Product
fbe4e8a7-ccde-4fc8-b773-1fd80cc47a5d,Ao thun Nu H&M Tay dai Mau Xanh mint,ao-thun-nu-hm-tay-dai-mau-xanh-mint-280,660000,,active,33,3.8,322,436,"Ao thun nu H&M kieu Tay dai, chat lieu thoang mat, de phoi do.",synthetic_large,Product
4f739d85-7f92-4b30-b15d-c422a05fc284,Some By Mi Sua rua mat Duong am,some-by-mi-sua-rua-mat-duong-am-400,570000,,active,91,4.7,62,9,"Sua rua mat Some By Mi cong dung Duong am, phu hop da dau, khong gay kich ung.",synthetic_large,Product
a0c189a7-e320-4615-9c46-f8224d52f651,Ao polo Nam Aristino Polyester Mau Den,ao-polo-nam-aristino-polyester-mau-den-120,240000,330000,active,32,3.8,453,986,"Ao polo nam chat lieu Polyester cao cap, form oversize, thoang mat, de phoi do.",synthetic_large,Product
d381b75c-2299-4398-a27d-ace01b809b52,Huawei Swift 87 M3 16GB 512GB SSD,huawei-swift-87-m3-16gb-512gb-ssd-27,45460000,,active,69,4.4,149,33,"Laptop Huawei Swift 87 voi chip M3, 16GB RAM, 512GB SSD. Thiet ke mong nhe, pin lau, phu hop cho lam viec van phong.",synthetic_large,Product
88211430-7eec-48b3-8941-f5d5d6750254,Quan tay Nam Local Brand Regular fit Mau Xanh dam,quan-tay-nam-local-brand-regular-fit-mau-xanh-dam-145,1010000,,active,189,3.9,267,382,"Quan tay nam Local Brand, Regular fit, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
8d1e9bf6-7112-4d5a-a306-50a6730103c1,Ao khoac Nam Viet Tien Bamboo Mau Trang,ao-khoac-nam-viet-tien-bamboo-mau-trang-125,530000,720000,active,142,4.6,257,584,"Ao khoac nam chat lieu Bamboo cao cap, form regular, thoang mat, de phoi do.",synthetic_large,Product
52dc0d2e-18c5-43ac-9a23-eb8cb1be4375,Sony Tai nghe gaming Bluetooth 5.3,sony-tai-nghe-gaming-bluetooth-53-496,9210000,,active,102,4.6,160,980,"Tai nghe Sony Tai nghe gaming, sac khong day, am thanh Hi-Res, phu hop choi game.",synthetic_large,Product
9540fb38-04d0-4ce5-a44f-ae882da1899e,Samsung Tai nghe gaming Bluetooth 5.3,samsung-tai-nghe-gaming-bluetooth-53-468,590000,670000,active,188,4.0,305,988,"Tai nghe Samsung Tai nghe gaming, 5G, am thanh Hi-Res, phu hop lap trinh.",synthetic_large,Product
56e5e236-2a25-42c2-b352-d012eff97e33,The Face Shop Sua rua mat Duong am,the-face-shop-sua-rua-mat-duong-am-375,480000,,active,79,3.9,448,106,"Sua rua mat The Face Shop cong dung Duong am, phu hop da nhay cam, khong gay kich ung.",synthetic_large,Product
4ef8313f-0fef-4afb-b157-3dc5ec7e1d45,Samsung Find X22 128GB,samsung-find-x22-128gb-55,15330000,17950000,active,26,4.5,318,468,"Dien thoai Samsung Find X22 dung luong 128GB, man hinh AMOLED, camera AI, sac nhanh, chong nuoc IP68.",synthetic_large,Product
a19b32b6-6b17-43c3-b1d6-382c8a56c363,Tefal May pha ca phe 4L,tefal-may-pha-ca-phe-4l-414,4100000,,active,99,3.5,128,141,"May pha ca phe Tefal dung tich 4L, cong suat lon, tiet kiem dien, bao hanh 2 nam.",synthetic_large,Product
24a7b21f-fa25-4f25-b74e-62866d210584,Ao khoac Nu Elise Basic Mau Den,ao-khoac-nu-elise-basic-mau-den-297,450000,,active,45,4.8,67,780,"Ao khoac nu Elise kieu Basic, chat lieu thoang mat, de phoi do.",synthetic_large,Product
bf3db4cd-c695-400d-88fb-31e3b700f497,Lenovo Nitro 79 Core i5 32GB 1TB SSD,lenovo-nitro-79-core-i5-32gb-1tb-ssd-11,52020000,71390000,active,80,3.6,324,433,"Laptop Lenovo Nitro 79 voi chip Core i5, 32GB RAM, 1TB SSD. Thiet ke mong nhe, pin lau, phu hop cho choi game.",synthetic_large,Product
c5912d5d-aaf3-4525-aa28-269fb25cea34,Xiaomi Tai nghe chup tai Pin 30h,xiaomi-tai-nghe-chup-tai-pin-30h-489,3400000,3970000,active,128,4.4,297,488,"Tai nghe Xiaomi Tai nghe chup tai, sac khong day, am thanh Hi-Res, phu hop lap trinh.",synthetic_large,Product
ae7a4139-3916-4a12-adc6-9bb49d7da6b3,Samsung Tai nghe in-ear Pin 30h,samsung-tai-nghe-in-ear-pin-30h-487,9480000,,active,67,4.5,33,350,"Tai nghe Samsung Tai nghe in-ear, man hinh 120Hz, am thanh Hi-Res, phu hop do hoa.",synthetic_large,Product
df8b0e0d-68e4-4db3-b983-4bec9292f6da,Biti's Air Force 1 Xanh,bitis-air-force-1-xanh-201,2000000,,active,46,3.6,264,925,"Giay Biti's Air Force 1 chinh hang, de cao su ben, thoang khi, phu hop tap gym.",synthetic_large,Product
c0cea9c2-88dd-4484-a60f-abd756a84384,Lenovo Gram 22 Ryzen 7 16GB 256GB SSD,lenovo-gram-22-ryzen-7-16gb-256gb-ssd-37,36170000,,active,29,4.0,58,479,"Laptop Lenovo Gram 22 voi chip Ryzen 7, 16GB RAM, 256GB SSD. Thiet ke mong nhe, pin lau, phu hop cho hoc tap.",synthetic_large,Product
187730ee-44a9-4a49-8c92-48e22fb0cedf,Adidas Hunter Trang,adidas-hunter-trang-188,1680000,,active,73,3.8,269,672,"Giay Adidas Hunter chinh hang, de cao su ben, thoang khi, phu hop chay bo.",synthetic_large,Product
95737292-469b-4f75-9694-a30313452df1,Converse Jordan Trang,converse-jordan-trang-189,2700000,,active,149,4.0,123,576,"Giay Converse Jordan chinh hang, de cao su ben, thoang khi, phu hop tap gym.",synthetic_large,Product
bff2f702-0991-4af8-8fbc-f79db4576292,Anker Tai nghe true wireless Mic khong day,anker-tai-nghe-true-wireless-mic-khong-day-477,2600000,3110000,active,192,3.6,147,745,"Tai nghe Anker Tai nghe true wireless, sac khong day, am thanh Hi-Res, phu hop hoc tap.",synthetic_large,Product
d8c99aae-d8d3-4837-a3b1-49da9e99ea67,Apple Galaxy A51 1TB,apple-galaxy-a51-1tb-59,8840000,,active,42,4.5,224,35,"Dien thoai Apple Galaxy A51 dung luong 1TB, man hinh AMOLED, camera AI, sac nhanh, 5G.",synthetic_large,Product
0376f5f9-7fd2-41e4-a050-7cf94a43c007,Delonghi May xay sinh to 6L,delonghi-may-xay-sinh-to-6l-443,7320000,8260000,active,53,4.3,260,772,"May xay sinh to Delonghi dung tich 6L, cong suat lon, tiet kiem dien, bao hanh 1 nam.",synthetic_large,Product
0d9c1ffa-d3bf-4bde-89e4-764a6aa9e2b8,Ao so mi Nu IVY Moda Tay dai Mau Trang,ao-so-mi-nu-ivy-moda-tay-dai-mau-trang-314,270000,310000,active,151,3.9,89,347,"Ao so mi nu IVY Moda kieu Tay dai, chat lieu thoang mat, de phoi do.",synthetic_large,Product
d002f175-4401-4252-b65f-1b583d5763c0,Dam maxi Nu IVY Moda Ren Mau Trang,dam-maxi-nu-ivy-moda-ren-mau-trang-247,1190000,,active,77,3.5,1,157,"Dam maxi nu IVY Moda hoa tiet Ren, chat lieu mem mai, ton dang, phu hop du tiec.",synthetic_large,Product
ab5ac9b4-db26-49b5-9092-2447abb864b8,ASUS Envy 57 Core i5 32GB 512GB SSD,asus-envy-57-core-i5-32gb-512gb-ssd-5,50930000,,active,165,3.7,270,893,"Laptop ASUS Envy 57 voi chip Core i5, 32GB RAM, 512GB SSD. Thiet ke mong nhe, pin lau, phu hop cho lap trinh.",synthetic_large,Product
554f0a37-6c93-401e-bde0-ec28ce9b3d8d,Quan kaki Nam Local Brand Relaxed fit Mau Be,quan-kaki-nam-local-brand-relaxed-fit-mau-be-143,500000,,active,150,3.9,259,228,"Quan kaki nam Local Brand, Relaxed fit, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
7901ac50-ac75-4a5b-ac3e-14efc368fc0f,Cetaphil Mat na Se khit lo chan long,cetaphil-mat-na-se-khit-lo-chan-long-386,780000,,active,197,4.2,43,184,"Mat na Cetaphil cong dung Se khit lo chan long, phu hop da nhay cam, khong gay kich ung.",synthetic_large,Product
a9e0d9f5-1321-4068-a5d0-e336104e07cf,Ao polo Nam Coolmate Cotton Premium Mau Den,ao-polo-nam-coolmate-cotton-premium-mau-den-118,440000,,active,94,3.5,244,0,"Ao polo nam chat lieu Cotton Premium cao cap, form slim fit, thoang mat, de phoi do.",synthetic_large,Product
91800a5b-2830-4dd0-897d-387c3833b248,Ao thun Nu Zara Lech vai Mau Hong,ao-thun-nu-zara-lech-vai-mau-hong-303,280000,,active,184,4.9,162,905,"Ao thun nu Zara kieu Lech vai, chat lieu thoang mat, de phoi do.",synthetic_large,Product
b2b5a843-b2f5-4044-9480-1b9acb59609f,Vay midi Nu Elise Tron Mau Den,vay-midi-nu-elise-tron-mau-den-231,1450000,1890000,active,166,4.4,367,511,"Vay midi nu Elise hoa tiet Tron, chat lieu mem mai, ton dang, phu hop hen ho.",synthetic_large,Product
6f5c839b-d4fb-414f-840a-9ac9a855f21c,Black Rouge Lip tint Satin Mau Hong,black-rouge-lip-tint-satin-mau-hong-324,190000,,active,73,4.7,309,826,"Son Black Rouge Lip tint Satin, mau Hong len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
56835d8f-9069-45d8-8bf6-a3b729e5262d,Google iPhone 77 Pro 128GB,google-iphone-77-pro-128gb-69,11490000,,active,106,5.0,244,538,"Dien thoai Google iPhone 77 Pro dung luong 128GB, man hinh AMOLED, camera AI, sac nhanh, man hinh 120Hz.",synthetic_large,Product
025937aa-df39-496d-979a-bee8fa43e6a8,Black Rouge Son li Velvet Mau Nau dat,black-rouge-son-li-velvet-mau-nau-dat-347,560000,,active,50,5.0,337,934,"Son Black Rouge Son li Velvet, mau Nau dat len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
7923646c-c054-4989-aca5-df1510200c86,Dam xoe Nu Mango Ke soc Mau Vang,dam-xoe-nu-mango-ke-soc-mau-vang-246,850000,,active,161,4.3,171,67,"Dam xoe nu Mango hoa tiet Ke soc, chat lieu mem mai, ton dang, phu hop di choi.",synthetic_large,Product
b0db654a-661b-46ce-8257-8837dd9d4f9b,Quan jean Nam Coolmate Relaxed fit Mau Xam,quan-jean-nam-coolmate-relaxed-fit-mau-xam-172,890000,1070000,active,127,4.8,397,178,"Quan jean nam Coolmate, Relaxed fit, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
1d89e14b-ebf6-4c13-b0a1-ceff137424bb,Google Phone (72) 128GB,google-phone-72-128gb-84,35560000,,active,154,4.1,207,470,"Dien thoai Google Phone (72) dung luong 128GB, man hinh AMOLED, camera AI, sac nhanh, chong nuoc IP68.",synthetic_large,Product
399497f6-d48c-41c2-98ff-3c06fc3c0260,Huawei Katana GF66 Core i5 16GB 1TB SSD,huawei-katana-gf66-core-i5-16gb-1tb-ssd-29,47700000,,active,99,4.2,46,481,"Laptop Huawei Katana GF66 voi chip Core i5, 16GB RAM, 1TB SSD. Thiet ke mong nhe, pin lau, phu hop cho hoc tap.",synthetic_large,Product
adbd3b00-1d4f-4ad6-a475-151c5b5b385f,Apple 92 Ultra 128GB,apple-92-ultra-128gb-60,33130000,41580000,active,76,4.9,60,268,"Dien thoai Apple 92 Ultra dung luong 128GB, man hinh AMOLED, camera AI, sac nhanh, sac khong day.",synthetic_large,Product
c178e421-e158-4fbe-8181-8ce59c1067c1,Quan kaki Nam Coolmate Skinny Mau Den,quan-kaki-nam-coolmate-skinny-mau-den-142,600000,810000,active,195,4.3,380,590,"Quan kaki nam Coolmate, Skinny, chat lieu cao cap, co gian nhe, thoai mai van dong.",synthetic_large,Product
ac50e534-5477-48f1-b806-dfce494733c2,Merzy Son duong Li Mau Nau dat,merzy-son-duong-li-mau-nau-dat-339,370000,440000,active,56,4.6,101,498,"Son Merzy Son duong Li, mau Nau dat len moi chuan, ben mau, khong kho moi.",synthetic_large,Product
90c756db-0b50-43da-9396-9895bbace441,Laneige Kem duong Lam sang,laneige-kem-duong-lam-sang-385,620000,,active,20,3.9,448,698,"Kem duong Laneige cong dung Lam sang, phu hop da dau, khong gay kich ung.",synthetic_large,Product
0540e00e-3f89-4000-ba98-d254e945ca87,Delonghi May pha ca phe 6L,delonghi-may-pha-ca-phe-6l-416,5020000,,active,101,4.3,350,729,"May pha ca phe Delonghi dung tich 6L, cong suat lon, tiet kiem dien, bao hanh 3 nam.",synthetic_large,Product
